"index";"Company";"TypeName";"Inches";"ScreenResolution";"resolution_width";"resolution_height";"touchscreen";"Cpu";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"Memory";"memory_type";"primary_storage";"secondary_storage";"Gpu";"OpSys";"Weight";"Price";"ppi"
980;"Dell";"2 in 1 Convertible";15.6;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;12;"512GB SSD";"SSD";512;0;"Intel";"windows";16;69211;141
981;"Toshiba";"Notebook";13.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;4;"128GB SSD";"SSD";128;0;"Intel";"windows";13;63670;166
982;"Lenovo";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"AMD A12-Series 9720P 3.6GHz";"AMD";"A12-Series 9720P";3.6;6;"256GB SSD";"SSD";256;0;"AMD";"windows";16;29251;141
983;"Fujitsu";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;4;"256GB SSD";"SSD";256;0;"Intel";"windows";16;34579;100
984;"Toshiba";"Notebook";14.0;"1366x768";1366;768;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;4;"500GB HDD";"HDD";500;0;"Intel";"windows";14;48751;112
985;"Dell";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"500GB HDD";"HDD";500;0;"AMD";"windows";16;31915;100
986;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;42944;141
987;"Lenovo";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";16;63350;141
988;"Dell";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";16;39907;100
989;"Dell";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"128GB SSD";"SSD";128;0;"Intel";"windows";14;59620;157
990;"HP";"Netbook";12.5;"Full HD 1920x1080";1920;1080;0;"Intel Core M 6Y75 1.2GHz";"Intel";"Core M";1.2;8;"512GB SSD";"SSD";512;0;"Intel";"windows";13;101658;176
991;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"windows";16;26587;141
992;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;4;"128GB SSD";"SSD";128;0;"Intel";"N/A";16;14419;100
993;"Lenovo";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;8;"256GB SSD";"SSD";256;0;"Intel";"windows";16;71875;141
995;"Asus";"Notebook";13.3;"Quad HD+ 3200x1800";3200;1800;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;61272;276
996;"HP";"Ultrabook";13.3;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;71875;166
997;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"Intel Pentium Quad Core N4200 1.1GHz";"Intel";"Pentium Quad";1.1;4;"500GB HDD";"HDD";500;0;"Intel";"windows";16;20246;100
998;"Asus";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";16;95851;141
999;"HP";"Ultrabook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"512GB SSD";"SSD";512;0;"Intel";"windows";14;111302;157
1000;"Acer";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";16;67133;141
1001;"HP";"Notebook";13.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;63350;166
1002;"Dell";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 7100U 2.4GHz";"Intel";"Core i3";2.4;4;"128GB SSD";"SSD";128;0;"Intel";"windows";16;29144;100
1003;"HP";"Notebook";14.0;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"500GB HDD";"HDD";500;0;"Intel";"windows";14;41505;112
1004;"Toshiba";"Notebook";13.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;4;"128GB SSD";"SSD";128;0;"Intel";"windows";13;63670;166
1005;"HP";"Notebook";14.0;"1366x768";1366;768;0;"Intel Core i5 6300U 2.4GHz";"Intel";"Core i5";2.4;4;"256GB SSD";"SSD";256;0;"Intel";"windows";14;58607;112
1006;"HP";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"256GB SSD";"SSD";256;0;"Intel";"windows";14;64202;157
1007;"HP";"Ultrabook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 6600U 2.6GHz";"Intel";"Core i7";2.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;77203;157
1008;"HP";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";14;55905;157
1009;"HP";"Notebook";14.0;"1366x768";1366;768;0;"Intel Core i3 7100U 2.4GHz";"Intel";"Core i3";2.4;4;"500GB HDD";"HDD";500;0;"Intel";"windows";14;36444;112
1010;"Dell";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300HQ 2.5GHz";"Intel";"Core i5";2.5;8;"1.0TB Hybrid";"Hybrid";1024;0;"Nvidia";"windows";16;50563;141
1011;"HP";"Ultrabook";12.5;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"500GB HDD";"HDD";500;0;"Intel";"windows";13;81998;176
1012;"HP";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"256GB SSD";"SSD";256;0;"Intel";"windows";14;84715;157
1013;"HP";"Ultrabook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;100551;157
1014;"HP";"Notebook";13.3;"1366x768";1366;768;0;"Intel Core i3 7100U 2.4GHz";"Intel";"Core i3";2.4;4;"500GB HDD";"HDD";500;0;"Intel";"windows";13;42624;118
1015;"Toshiba";"Notebook";13.3;"1366x768";1366;768;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;64469;118
1016;"HP";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 7100U 2.4GHz";"Intel";"Core i3";2.4;4;"256GB SSD";"SSD";256;0;"Intel";"windows";16;41025;100
1017;"Lenovo";"Notebook";17.3;"IPS Panel 4K Ultra HD 3840x2160";3840;2160;0;"Intel Core i7 6820HQ 2.7GHz";"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";17;158135;255
1018;"Toshiba";"Notebook";14.0;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;79387;157
1019;"HP";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;118761;157
1020;"Dell";"2 in 1 Convertible";15.6;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i3 6100U 2.3GHz";"Intel";"Core i3";2.3;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;42410;141
1021;"Toshiba";"Ultrabook";13.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;84715;166
1022;"HP";"Notebook";13.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;61219;166
1023;"HP";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";14;63160;157
1024;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6300U 2.4GHz";"Intel";"Core i5";2.4;8;"500GB HDD";"HDD";500;0;"Intel";"windows";16;55754;141
1025;"HP";"Ultrabook";12.5;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"256GB SSD";"SSD";256;0;"Intel";"windows";13;83064;125
1026;"HP";"Notebook";14.0;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"500GB HDD";"HDD";500;0;"Intel";"windows";14;63350;112
1027;"HP";"Notebook";14.0;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"500GB HDD";"HDD";500;0;"Intel";"windows";14;56477;112
1028;"Dell";"Ultrabook";13.3;"Quad HD+ / Touchscreen 3200x1800";3200;1800;1;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;86527;276
1029;"HP";"Notebook";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";17;57542;127
1030;"HP";"Notebook";14.0;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"256GB SSD";"SSD";256;0;"Intel";"windows";14;51841;112
1031;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"AMD A9-Series 9420 3GHz";"AMD";"A9-Series 9420";3.0;6;"1TB HDD";"HDD";1024;0;"AMD";"windows";16;21792;100
1032;"MSI";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";17;63499;127
1033;"HP";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;63670;157
1034;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";16;65481;141
1035;"HP";"Ultrabook";12.5;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;71875;176
1036;"HP";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"500GB HDD";"HDD";500;0;"Intel";"windows";16;39534;100
1037;"Toshiba";"Ultrabook";14.0;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 6600U 2.6GHz";"Intel";"Core i7";2.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;91908;157
1038;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6300U 2.4GHz";"Intel";"Core i5";2.4;8;"256GB SSD";"SSD";256;0;"Intel";"windows";16;56634;141
1039;"HP";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;53840;157
1040;"Lenovo";"2 in 1 Convertible";15.6;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;4;"256GB SSD";"SSD";256;0;"Intel";"windows";16;45128;141
1041;"Vero";"Notebook";14.0;"1366x768";1366;768;0;"Intel Atom X5-Z8350 1.44GHz";"Intel";"Atom X5-Z8350";1.4;2;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";14;11231;112
1042;"Toshiba";"Notebook";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;16;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;75924;141
1043;"Lenovo";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;8;"256GB SSD";"SSD";256;0;"Intel";"windows";16;58180;141
1044;"HP";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;4;"500GB HDD";"HDD";500;0;"Intel";"windows";14;53280;157
1045;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6300U 2.4GHz";"Intel";"Core i5";2.4;8;"256GB SSD +  500GB HDD";"Hybrid";256;500;"Intel";"windows";16;112066;141
1046;"HP";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;78268;157
1047;"MSI";"Gaming";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 6820HK 2.7GHz";"Intel";"Core i7";2.7;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";17;82352;127
1048;"Lenovo";"Gaming";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 6700HQ 2.6GHz";"Intel";"Core i7";2.6;16;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";17;122011;127
1049;"Asus";"Netbook";11.6;"1366x768";1366;768;0;"Intel Celeron Dual Core N3060 1.6GHz";"Intel";"Celeron Dual";1.6;4;"16GB Flash Storage";"Flash Storage";16;0;"Intel";"other";12;15339;135
1050;"Lenovo";"Notebook";14.0;"IPS Panel 2560x1440";2560;1440;0;"Intel Core i7 6600U 2.6GHz";"Intel";"Core i7";2.6;16;"256GB SSD";"SSD";256;0;"Intel";"windows";14;139594;210
1051;"HP";"Notebook";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";16;52161;141
1052;"Dell";"2 in 1 Convertible";15.6;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i5 7200U 2.7GHz";"Intel";"Core i5";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";16;58288;141
1053;"HP";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"256GB SSD";"SSD";256;0;"Intel";"windows";16;52161;100
1054;"Dell";"Ultrabook";13.3;"Quad HD+ / Touchscreen 3200x1800";3200;1800;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;16;"1TB SSD";"SSD";1024;0;"Intel";"windows";13;120093;276
1055;"HP";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 6100U 2.3GHz";"Intel";"Core i3";2.3;4;"500GB HDD";"HDD";500;0;"Intel";"windows";16;37570;100
1056;"HP";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"500GB HDD";"HDD";500;0;"Intel";"N/A";16;57092;100
1057;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"AMD A8-Series 7410 2.2GHz";"AMD";"A8-Series 7410";2.2;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";16;23923;100
1058;"Dell";"2 in 1 Convertible";13.3;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;12;"256GB SSD";"SSD";256;0;"Intel";"windows";13;69211;166
1059;"MSI";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 6700HQ 2.6GHz";"Intel";"Core i7";2.6;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";16;96916;141
1061;"Asus";"Gaming";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 6700HQ 2.6GHz";"Intel";"Core i7";2.6;16;"1TB HDD";"HDD";1024;0;"Nvidia";"N/A";17;53173;127
1062;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;29784;141
1063;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;16;"2TB HDD";"HDD";2048;0;"AMD";"windows";16;52747;141
1064;"MSI";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 6700HQ 2.6GHz";"Intel";"Core i7";2.6;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";16;102777;141
1065;"Dell";"Ultrabook";13.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;77682;166
1066;"Asus";"Gaming";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 6820HK 2.7GHz";"Intel";"Core i7";2.7;64;"1TB SSD";"SSD";1024;0;"Nvidia";"windows";17;211788;127
1067;"Dell";"2 in 1 Convertible";13.3;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;42518;166
1068;"Dell";"Gaming";15.6;"4K Ultra HD 3840x2160";3840;2160;0;"Intel Core i7 6700HQ 2.6GHz";"Intel";"Core i7";2.6;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";16;70809;282
1069;"Apple";"Ultrabook";12.0;"IPS Panel Retina Display 2304x1440";2304;1440;0;"Intel Core M 1.1GHz";"Intel";"Core M";1.1;8;"256GB Flash Storage";"Flash Storage";256;0;"Intel";"macos";12;69264;226
1070;"Dell";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 6100U 2.3GHz";"Intel";"Core i3";2.3;4;"500GB HDD";"HDD";500;0;"Intel";"windows";16;25680;100
1071;"HP";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;4;"500GB HDD";"HDD";500;0;"Intel";"windows";16;63883;100
1072;"HP";"Ultrabook";12.5;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;63883;176
1073;"HP";"Notebook";13.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;58075;166
1074;"Lenovo";"Ultrabook";12.5;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;91295;176
1075;"Lenovo";"Notebook";17.3;"1600x900";1600;900;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;8;"1.0TB HDD";"HDD";1024;0;"AMD";"windows";17;35112;106
1076;"Lenovo";"Notebook";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 6300HQ 2.3GHz";"Intel";"Core i5";2.3;4;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";16;52055;141
1077;"MSI";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";17;133147;127
1078;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;4;"500GB HDD";"HDD";500;0;"Intel";"windows";16;28771;100
1079;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;4;"500GB HDD";"HDD";500;0;"Intel";"windows";16;50083;141
1080;"Lenovo";"Ultrabook";12.5;"IPS Panel Touchscreen 2560x1440";2560;1440;1;"Intel Core M 6Y75 1.2GHz";"Intel";"Core M";1.2;8;"512GB SSD";"SSD";512;0;"Intel";"windows";13;74539;235
1081;"Lenovo";"Gaming";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 6820HK 2.7GHz";"Intel";"Core i7";2.7;32;"512GB SSD +  1.0TB Hybrid";"SSD";512;1024;"Nvidia";"windows";17;172627;127
1082;"Lenovo";"2 in 1 Convertible";10.1;"IPS Panel Touchscreen 1920x1200";1920;1200;1;"Intel Atom x5-Z8550 1.44GHz";"Intel";"Atom x5-Z8550";1.4;4;"64GB Flash Storage";"Flash Storage";64;0;"Intel";"windows";10;34433;224
1083;"HP";"Ultrabook";13.3;"IPS Panel 4K Ultra HD 3840x2160";3840;2160;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Intel";"windows";13;109171;331
1084;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";16;39960;141
1085;"HP";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;4;"500GB HDD";"HDD";500;0;"Intel";"windows";14;54931;157
1086;"HP";"Workstation";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"AMD";"windows";16;79654;141
1087;"Lenovo";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;8;"180GB SSD";"SSD";180;0;"Intel";"windows";14;63883;157
1088;"HP";"Notebook";13.3;"Quad HD+ 3200x1800";3200;1800;0;"Intel Pentium Dual Core 4405Y 1.5GHz";"Intel";"Pentium Dual";1.5;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"other";13;32767;276
1089;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"AMD A8-Series 7410 2.2GHz";"AMD";"A8-Series 7410";2.2;4;"500GB HDD";"HDD";500;0;"AMD";"windows";16;20619;100
1090;"Dell";"Notebook";15.6;"1366x768";1366;768;0;"Intel Pentium Quad Core N3700 1.6GHz";"Intel";"Pentium Quad";1.6;4;"500GB HDD";"HDD";500;0;"Intel";"linux";16;20965;100
1091;"HP";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"Intel";"N/A";16;18434;100
1092;"Asus";"Gaming";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";17;85195;127
1093;"Dell";"Ultrabook";13.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;4;"256GB SSD";"SSD";256;0;"AMD";"windows";13;43602;166
1094;"HP";"Netbook";12.5;"1366x768";1366;768;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;4;"128GB SSD";"SSD";128;0;"Intel";"windows";13;85195;125
1095;"Acer";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";16;42571;141
1096;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";16;34035;141
1097;"MSI";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 6700HQ 2.6GHz";"Intel";"Core i7";2.6;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";17;85195;127
1098;"HP";"Notebook";15.6;"1366x768";1366;768;0;"Intel Pentium Quad Core N3710 1.6GHz";"Intel";"Pentium Quad";1.6;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;26640;100
1099;"Asus";"Gaming";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 6700HQ 2.6GHz";"Intel";"Core i7";2.6;16;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";17;122491;127
1100;"Dell";"Ultrabook";12.5;"1366x768";1366;768;0;"Intel Core i3 6100U 2.3GHz";"Intel";"Core i3";2.3;4;"500GB HDD";"HDD";500;0;"Intel";"windows";13;60481;125
1101;"Dell";"Ultrabook";12.5;"1366x768";1366;768;0;"Intel Core i3 6100U 2.3GHz";"Intel";"Core i3";2.3;4;"128GB SSD";"SSD";128;0;"Intel";"windows";13;62176;125
1102;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"Intel Celeron Dual Core 3205U 1.5GHz";"Intel";"Celeron Dual";1.5;4;"16GB SSD";"SSD";16;0;"Intel";"other";16;11136;100
1103;"HP";"Workstation";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 6700HQ 2.6GHz";"Intel";"Core i7";2.6;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";17;154459;127
1104;"Lenovo";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";16;63883;141
